yyyymm,BCCA_0-125deg_tasmax_day_ACCESS1-0_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_ACCESS1-0_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_BNU-ESM_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_BNU-ESM_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_CCSM4_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_CCSM4_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_CCSM4_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_CCSM4_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_CESM1-BGC_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_CESM1-BGC_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_CNRM-CM5_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_CNRM-CM5_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_CSIRO-Mk3-6-0_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_CSIRO-Mk3-6-0_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_CSIRO-Mk3-6-0_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_CanESM2_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_CanESM2_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_CanESM2_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-LR_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-LR_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-LR_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-LR_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-MR_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-MR_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-MR_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-MR_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM-CHEM_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM-CHEM_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM-CHEM_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM-CHEM_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC5_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC5_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC5_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC5_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MPI-ESM-LR_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_MPI-ESM-LR_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MPI-ESM-LR_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MPI-ESM-MR_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_MPI-ESM-MR_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MPI-ESM-MR_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MRI-CGCM3_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_MRI-CGCM3_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MRI-CGCM3_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_MRI-CGCM3_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_NorESM1-M_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_NorESM1-M_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_NorESM1-M_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_NorESM1-M_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_bcc-csm1-1_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_bcc-csm1-1_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_bcc-csm1-1_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_bcc-csm1-1_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_inmcm4_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_inmcm4_rcp85_r1i1p1
200810,19.963999,18.879581,18.50344,22.156767,20.181849,21.792952,20.089523,21.093893,19.581005,20.978733,21.569542,20.352173,18.75803,19.712479,20.397242,20.544086,19.67718,21.029594,20.421404,20.642218,20.950693,18.448515,22.043783,20.096462,20.462603,21.200222,20.161951,20.304102,20.331821,20.128796,18.984749,19.953735,19.249596,20.043451,19.717583,20.58414,19.849752,19.471746,19.686972,20.79244,21.422775,18.623499,20.326496,19.312098,19.738527,18.648659,18.404943,19.378431,19.254446,21.87686,22.74154,21.340261,19.733488,20.48043,19.39685,20.87343,19.338367,21.824415
200901,9.733007,9.196625,11.008343,11.215856,8.167512,10.956765,10.75531,9.779932,9.093196,10.113268,8.027471,8.363501,10.727038,7.9697595,7.9125876,10.643493,9.505441,10.33133,11.522504,11.066741,11.690555,10.135825,8.62192,9.321633,9.03634,7.5923114,7.9859023,9.393279,8.030857,7.6272893,10.362519,11.257742,10.185264,7.412232,9.038145,8.76206,9.484165,10.790107,8.475656,11.676007,9.780855,10.682904,11.500344,9.119136,11.025963,6.512912,8.420866,6.0103817,9.827482,6.1249695,9.582282,9.600295,5.4276156,11.259386,8.430379,9.0761595,10.262349,8.758191
200904,17.58615,17.173779,19.6998,18.385153,20.67231,18.911499,20.864424,20.332993,19.111486,20.753965,19.264666,17.014418,20.21947,19.242588,20.259914,21.028158,16.2873,17.328714,17.167091,18.098505,19.146072,16.066217,18.502499,19.145718,20.063276,19.246431,21.475529,17.170853,19.003826,18.252068,19.71429,16.735409,18.231857,20.06564,19.345806,21.10042,18.707691,19.96432,20.621752,19.483564,18.791113,16.431095,20.472017,16.927158,18.250313,18.472721,17.231276,19.733932,17.433731,20.09041,20.294043,19.537872,21.242939,19.72144,18.129274,21.009586,19.315153,16.880869
200907,28.3467,27.177397,29.292345,28.660458,28.059776,27.889902,28.948107,28.095512,28.11814,26.989262,26.544579,26.857512,27.232592,27.904957,28.46592,28.848549,29.134827,29.611666,28.646055,27.834656,28.224472,27.871605,29.505054,27.812098,28.188307,28.714415,28.756895,28.60245,27.907492,27.953966,27.747076,29.10055,28.515196,29.034912,27.882627,27.690046,28.549871,27.835752,28.060804,26.844028,27.750162,27.79068,28.351856,29.789085,28.838755,28.142775,27.234993,28.230038,28.054005,27.401836,27.789707,27.727892,27.962524,28.37374,28.50432,28.41944,26.78266,27.254772
200910,21.181852,21.229399,22.24221,20.256235,19.065948,19.672285,20.385918,20.762487,19.865145,20.07226,19.536556,19.70379,18.702318,19.587936,19.91107,20.71134,19.701187,19.650993,20.418713,20.011307,20.398397,21.425516,20.158348,20.709385,19.247093,19.395819,20.577814,19.844183,21.881504,18.908747,19.803743,22.338112,21.149488,20.411623,17.826464,20.878496,19.96339,20.116268,21.038548,18.896458,18.780294,18.66189,20.340979,20.10485,18.83286,18.55439,19.634632,19.243225,19.833439,19.04696,20.420038,18.759485,20.51778,20.675053,19.056986,21.310795,21.069706,18.518007
201001,6.21648,9.306034,9.780952,7.4241195,10.4713545,5.8604875,12.413669,7.8451605,6.6645784,10.212516,7.9541755,6.3517838,5.730745,9.705125,12.921453,9.447457,8.361482,8.958069,7.9560795,11.005706,9.713555,10.965728,8.374742,11.718492,10.333665,8.954224,7.7906003,9.4837055,9.287954,12.1304455,8.263447,12.480111,8.6872015,9.8293495,7.088788,12.316064,9.841207,5.9153275,10.299389,7.5542626,11.6102085,7.629882,8.779971,9.863363,8.038592,9.18223,9.931846,9.590761,8.451867,8.38553,7.324797,4.5771227,10.457164,11.665996,7.663158,9.584377,10.319279,10.5642
201004,18.738436,17.91502,17.33086,18.180307,18.733109,18.373287,20.62596,19.280329,19.28626,19.179014,18.063454,17.13826,19.477884,20.197329,22.246765,20.2752,18.888424,18.344414,21.067314,18.890667,18.715405,19.330597,20.516262,20.698685,19.763414,21.138447,18.590694,19.397903,18.978622,20.456303,20.166643,19.294264,19.473421,19.437603,19.9823,19.377174,20.41625,18.801888,19.202183,19.484924,19.34606,18.6089,18.445953,20.792816,18.514112,18.287987,17.7163,20.021482,18.61589,19.636992,19.131077,18.375523,16.004215,20.719255,19.366304,19.85736,19.414698,19.64949
201007,27.38706,27.09826,29.29998,27.850128,28.193913,28.347494,27.814045,28.743023,28.30045,28.283953,27.391518,26.685812,28.491182,28.280798,30.037003,29.44919,27.965645,27.622326,29.331013,28.671185,27.913383,28.702154,27.909466,27.622416,28.730581,28.39441,28.09307,27.810225,29.280872,28.283045,27.65443,28.916689,27.995434,28.480898,27.72706,28.240845,28.577572,27.914412,27.633163,28.005983,29.125721,27.417984,28.681835,29.279053,27.842203,27.190607,28.284534,27.534237,27.316137,28.594559,28.18811,27.442175,27.231613,28.5687,26.432566,27.763031,28.570412,28.749178
201010,20.268892,19.67743,21.269836,21.601473,18.05896,20.132277,19.929354,19.441483,20.79866,20.642195,20.652843,19.910666,19.554462,19.89259,21.975775,20.999146,19.396643,20.75601,20.563513,21.938568,20.300613,20.770622,22.435896,20.03694,21.43847,21.13898,19.682905,21.061308,21.008072,18.04249,19.398718,20.71293,19.018766,19.466873,19.248074,20.396393,19.366312,20.374409,21.087103,21.395878,21.993145,21.09927,21.387327,21.643835,19.932034,19.91734,19.646076,19.784765,20.36477,21.492277,19.401093,20.471739,19.81992,18.682867,21.233383,20.706944,20.55124,19.655205
201101,11.691993,10.526984,7.438886,9.128355,9.049954,9.002725,13.030783,7.165295,8.851133,10.473159,7.4928727,8.138907,9.63697,7.8381634,11.376184,8.502206,8.093912,8.236614,8.898276,10.593953,9.159986,8.175053,12.971735,7.740136,9.508513,8.086852,10.796054,6.052457,8.097914,9.405416,10.108689,10.195486,10.620733,10.413429,8.571825,9.505442,8.657975,7.0211735,12.04837,9.475672,12.293279,10.0977125,8.88503,11.431802,11.853258,7.848988,8.124013,8.747057,9.390691,11.179747,9.197877,9.946701,9.406928,5.7952313,10.05526,9.449711,8.889752,8.524662
201104,20.95133,20.319496,18.466986,21.383858,20.89909,19.207739,18.449373,18.655743,19.585794,21.087538,19.079468,19.784752,21.614166,17.72042,18.529352,20.805412,20.704906,18.235218,19.157965,21.33719,21.287409,22.287886,20.861387,18.565195,20.256538,21.218542,20.446121,19.466152,18.674839,18.784618,20.243317,18.619343,20.853249,19.967417,20.230398,19.198078,19.057947,19.276276,18.74587,17.87293,19.228447,20.431189,20.209393,18.90914,17.542915,19.131271,17.9668,19.190609,18.621096,20.350088,17.001356,21.207361,19.045527,18.913704,21.258928,17.315048,17.35553,19.13578
201107,28.784082,30.322878,28.137297,29.269035,28.026148,29.04192,29.412817,30.12785,26.498276,28.215872,27.068815,27.668999,27.970741,27.945383,29.358223,28.423801,27.969086,28.876194,28.57466,29.202234,29.279705,28.462288,27.544565,28.031569,29.323751,29.075022,28.649803,28.780172,27.240284,28.261902,28.940268,28.324026,29.914072,30.012693,27.484116,28.038979,27.511822,27.635645,28.176882,27.953938,28.366854,27.937832,29.601313,27.900307,27.535965,27.917984,28.070143,26.864267,27.087614,27.228268,27.938267,29.064451,27.224333,28.869164,28.6808,28.862713,27.320816,28.247547
201110,19.947392,21.349236,20.981403,21.074757,20.948578,21.395128,20.781363,20.242878,19.0832,19.72461,18.774857,19.021624,19.328129,19.490593,19.845825,20.162594,21.649874,21.435793,20.768608,20.810644,21.881994,21.307045,18.718971,20.67855,20.590025,20.526958,21.598808,20.81934,18.592163,19.373055,19.760355,20.243866,19.206991,20.874275,21.437424,21.303919,19.96978,20.24497,21.676178,20.298925,19.421118,20.69331,20.56131,21.741066,20.239958,18.92792,19.084774,17.057371,20.769175,19.530136,19.686768,19.851568,21.279184,20.940168,19.281096,19.538908,19.736094,20.146744
201201,7.975582,8.2732935,13.138462,10.3971405,11.904749,10.38739,12.817742,12.646264,8.16364,7.263645,11.632111,7.6152816,9.716419,7.87336,8.392963,9.064746,8.480901,9.427287,7.723981,8.650598,11.047425,11.210625,10.269586,12.1801605,9.3578825,7.266845,9.2099495,8.115585,11.083889,9.3478365,9.435581,8.447979,7.3004904,8.450997,9.323697,4.6291113,9.173475,8.183441,12.786178,6.9035287,8.827939,9.886182,8.318459,8.791544,6.71823,12.065307,10.845925,7.86471,9.982323,9.870162,7.131166,13.654058,9.101186,7.978989,8.992435,6.3504725,9.056736,8.474941
201204,21.645506,17.723625,20.716105,22.598433,19.347094,19.346527,18.406858,22.63887,19.246197,19.935074,19.565216,19.87027,16.880077,18.040722,21.172073,20.522171,19.512888,20.608685,21.039753,18.419056,17.193552,19.783556,18.950586,21.015263,20.033312,20.482052,18.683887,18.915697,19.496784,18.227491,19.631443,20.91136,19.993353,19.69379,20.422503,19.52392,19.34672,20.725822,20.450886,19.293829,18.8827,18.637371,18.873499,19.364304,18.897064,18.555956,18.082407,21.34544,20.883873,18.697468,18.092566,20.695625,19.496908,19.822964,18.597237,20.194597,19.976418,20.459057
201207,28.49885,28.159082,28.758461,30.917377,29.501997,27.712801,28.48192,28.40924,27.514488,27.698988,29.610918,27.602457,29.213415,27.008354,29.951023,28.885717,29.326263,29.114025,28.206736,28.382498,28.30416,29.321701,27.934025,27.664227,27.916164,28.796764,28.328434,28.465157,27.790556,27.35986,28.018936,28.539183,29.345276,28.03124,28.136251,28.365555,28.849657,27.14297,28.177362,29.23006,28.1425,29.320314,27.931927,28.929882,26.585539,27.235086,28.946383,27.777208,27.96702,28.199644,28.644049,28.395926,27.467747,27.758745,29.749882,29.30386,28.566168,28.51104
201210,20.931759,20.335442,21.232752,18.940786,20.201496,20.87545,19.611597,20.40864,19.534193,21.852682,20.037767,21.373928,19.847145,18.383516,20.143007,21.376173,19.58714,21.64404,19.60783,20.635221,19.710983,21.360662,19.098606,20.69268,22.680443,21.957663,20.831131,19.623837,19.456493,20.18336,21.61668,19.735733,20.472551,20.748081,20.508772,21.429337,19.425682,19.424002,19.379997,20.290827,21.12925,20.784323,20.078735,21.06465,19.84377,18.466076,18.37952,19.498602,19.736395,20.698614,19.924534,19.575657,22.86054,20.858723,21.015917,21.942923,19.725288,20.45197
201301,7.4697294,10.02458,14.196779,8.115973,10.777903,10.003555,11.079881,14.208489,7.027031,10.271143,9.192946,11.394149,8.675235,10.152423,9.038687,8.231603,8.45652,10.059017,7.4931993,9.892039,10.398439,9.3023405,7.930193,7.440747,9.877437,8.202451,7.246097,10.017046,8.8357315,8.856159,10.795772,8.270003,8.498005,8.344939,10.786694,8.522429,10.224719,11.291754,9.406324,10.189305,8.786406,12.088138,10.073663,10.577712,9.853739,8.321633,9.245208,8.219833,12.024796,10.19503,10.330751,12.649936,9.234133,11.415287,10.882049,10.527385,9.064547,10.0744095
201304,18.499458,21.270658,20.212524,18.634697,20.944172,21.95503,19.660656,20.837795,19.22721,20.826744,19.698618,19.83215,18.82824,19.028513,20.205706,19.19114,19.760063,21.426922,20.361057,16.864943,20.32186,20.498777,17.809032,18.751198,19.150715,19.70273,18.717909,19.941563,17.808586,20.029327,20.165812,19.744295,20.535313,19.01516,19.406843,18.362806,19.317322,19.346964,19.182976,19.910833,17.783937,19.07535,20.22363,20.577621,19.420755,17.416811,19.832064,18.95186,18.745197,20.220594,20.338417,20.335176,17.654966,19.655819,20.433653,18.305069,18.271147,18.122543
201307,29.307482,29.294977,29.32007,28.221544,29.636839,29.04739,27.230547,29.083055,28.278967,27.221918,26.735437,27.391226,27.991919,29.873981,28.109886,29.4208,29.567926,29.605782,27.897787,29.968554,28.036804,28.042074,29.004084,27.613468,27.980867,30.558739,29.321388,29.385035,28.022984,29.52802,28.359028,27.32781,28.468033,30.180182,27.718422,28.359522,28.314777,28.47207,28.316788,29.125595,27.171434,27.690783,28.67464,27.383163,27.430468,27.669146,27.503695,27.1738,28.87307,28.764786,28.23931,29.035152,29.813583,28.19167,30.749931,29.849632,27.574965,28.703733
201310,20.945848,21.763788,22.427608,20.054668,20.935696,20.712187,20.303125,21.497362,18.032969,20.200594,18.768,18.999977,19.129562,20.710323,20.825516,20.431221,19.602598,20.823763,19.407587,20.184052,21.09777,20.885994,20.052662,19.298931,21.779491,21.837624,20.416914,20.41452,19.03816,20.649557,20.348543,19.320412,20.455952,21.29994,19.545864,21.658037,18.909668,20.991516,18.598381,20.308578,20.592281,21.042095,19.632172,20.539827,19.629442,19.91223,18.820644,20.229574,18.77599,20.95393,21.363247,19.749321,20.72257,21.432215,18.290821,20.553993,19.55254,17.68404
